INSERT INTO listagiochi (emailutente, idgioco) values
('npnixxlbqq@cdoov.ebj',85839),
('npnixxlbqq@cdoov.ebj',87418),
('npnixxlbqq@cdoov.ebj',88173),
('npnixxlbqq@cdoov.ebj',88735),
('npnixxlbqq@cdoov.ebj',93581),
('npnixxlbqq@cdoov.ebj',95540),
('ntohzgiksc@kruwx.ttm',12127),
('ntohzgiksc@kruwx.ttm',20323),
('ntohzgiksc@kruwx.ttm',21194),
('ntohzgiksc@kruwx.ttm',25044),
('ntohzgiksc@kruwx.ttm',2787),
('ntohzgiksc@kruwx.ttm',28317),
('ntohzgiksc@kruwx.ttm',30855),
('ntohzgiksc@kruwx.ttm',33777),
('ntohzgiksc@kruwx.ttm',40295),
('ntohzgiksc@kruwx.ttm',41827),
('ntohzgiksc@kruwx.ttm',42463),
('ntohzgiksc@kruwx.ttm',44818),
('ntohzgiksc@kruwx.ttm',54915),
('ntohzgiksc@kruwx.ttm',56409),
('ntohzgiksc@kruwx.ttm',61541),
('ntohzgiksc@kruwx.ttm',71843),
('ntohzgiksc@kruwx.ttm',77626),
('ntohzgiksc@kruwx.ttm',79031),
('ntohzgiksc@kruwx.ttm',81173),
('ntohzgiksc@kruwx.ttm',85350),
('ntohzgiksc@kruwx.ttm',88173),
('ntohzgiksc@kruwx.ttm',88735),
('ntohzgiksc@kruwx.ttm',88837),
('ntohzgiksc@kruwx.ttm',89071),
('ntohzgiksc@kruwx.ttm',93581),
('ntohzgiksc@kruwx.ttm',94413),
('ntohzgiksc@kruwx.ttm',95540),
('pasatmajka@lwxyp.guu',12127),
('pasatmajka@lwxyp.guu',18412),
('pasatmajka@lwxyp.guu',20592),
('pasatmajka@lwxyp.guu',21086),
('pasatmajka@lwxyp.guu',21831),
('pasatmajka@lwxyp.guu',24872),
('pasatmajka@lwxyp.guu',25044),
('pasatmajka@lwxyp.guu',25728),
('pasatmajka@lwxyp.guu',26399),
('pasatmajka@lwxyp.guu',2719),
('pasatmajka@lwxyp.guu',28317),
('pasatmajka@lwxyp.guu',30),
('pasatmajka@lwxyp.guu',30855),
('pasatmajka@lwxyp.guu',31470),
('pasatmajka@lwxyp.guu',32527),
('pasatmajka@lwxyp.guu',33777),
('pasatmajka@lwxyp.guu',34791),
('pasatmajka@lwxyp.guu',35823),
('pasatmajka@lwxyp.guu',36128),
('pasatmajka@lwxyp.guu',3654),
('pasatmajka@lwxyp.guu',36691),
('pasatmajka@lwxyp.guu',4133),
('pasatmajka@lwxyp.guu',41859),
('pasatmajka@lwxyp.guu',4206),
('pasatmajka@lwxyp.guu',42463),
('pasatmajka@lwxyp.guu',46808),
('pasatmajka@lwxyp.guu',53664),
('pasatmajka@lwxyp.guu',54915),
('pasatmajka@lwxyp.guu',55460),
('pasatmajka@lwxyp.guu',56142),
('pasatmajka@lwxyp.guu',57032),
('pasatmajka@lwxyp.guu',57748),
('pasatmajka@lwxyp.guu',57770),
('pasatmajka@lwxyp.guu',60118),
('pasatmajka@lwxyp.guu',60805),
('pasatmajka@lwxyp.guu',62921),
('pasatmajka@lwxyp.guu',63380),
('pasatmajka@lwxyp.guu',66376),
('pasatmajka@lwxyp.guu',66949),
('pasatmajka@lwxyp.guu',68320),
('pasatmajka@lwxyp.guu',71843),
('pasatmajka@lwxyp.guu',71866),
('pasatmajka@lwxyp.guu',72549),
('pasatmajka@lwxyp.guu',73147),
('pasatmajka@lwxyp.guu',73500),
('pasatmajka@lwxyp.guu',75337),
('pasatmajka@lwxyp.guu',77626),
('pasatmajka@lwxyp.guu',78220),
('pasatmajka@lwxyp.guu',79031),
('pasatmajka@lwxyp.guu',81102),
('pasatmajka@lwxyp.guu',81923),
('pasatmajka@lwxyp.guu',84932),
('pasatmajka@lwxyp.guu',85350),
('pasatmajka@lwxyp.guu',85821),
('pasatmajka@lwxyp.guu',85839),
('pasatmajka@lwxyp.guu',88173),
('pasatmajka@lwxyp.guu',88735),
('pasatmajka@lwxyp.guu',88837),
('pasatmajka@lwxyp.guu',89071),
('pasatmajka@lwxyp.guu',93581),
('pasatmajka@lwxyp.guu',95080),
('pasatmajka@lwxyp.guu',95540),
('pasatmajka@lwxyp.guu',98186),
('pasatmajka@lwxyp.guu',9867),
('pfcvitddco@aldqf.nno',12127),
('pfcvitddco@aldqf.nno',13583),
('pfcvitddco@aldqf.nno',16673),
('pfcvitddco@aldqf.nno',20198),
('pfcvitddco@aldqf.nno',20323),
('pfcvitddco@aldqf.nno',21086),
('pfcvitddco@aldqf.nno',21194),
('pfcvitddco@aldqf.nno',22684),
('pfcvitddco@aldqf.nno',24872),
('pfcvitddco@aldqf.nno',25044),
('pfcvitddco@aldqf.nno',26399),
('pfcvitddco@aldqf.nno',2719),
('pfcvitddco@aldqf.nno',2787),
('pfcvitddco@aldqf.nno',30),
('pfcvitddco@aldqf.nno',31045),
('pfcvitddco@aldqf.nno',31470),
('pfcvitddco@aldqf.nno',32527),
('pfcvitddco@aldqf.nno',33777),
('pfcvitddco@aldqf.nno',34791),
('pfcvitddco@aldqf.nno',36011),
('pfcvitddco@aldqf.nno',36128),
('pfcvitddco@aldqf.nno',39314),
('pfcvitddco@aldqf.nno',40227),
('pfcvitddco@aldqf.nno',41544),
('pfcvitddco@aldqf.nno',41827),
('pfcvitddco@aldqf.nno',42463),
('pfcvitddco@aldqf.nno',43095),
('pfcvitddco@aldqf.nno',44818),
('pfcvitddco@aldqf.nno',44881),
('pfcvitddco@aldqf.nno',45142),
('pfcvitddco@aldqf.nno',46808),
('pfcvitddco@aldqf.nno',53664),
('pfcvitddco@aldqf.nno',54915),
('pfcvitddco@aldqf.nno',55460),
('pfcvitddco@aldqf.nno',55615),
('pfcvitddco@aldqf.nno',56409),
('pfcvitddco@aldqf.nno',57748),
('pfcvitddco@aldqf.nno',57770),
('pfcvitddco@aldqf.nno',60118),
('pfcvitddco@aldqf.nno',60805),
('pfcvitddco@aldqf.nno',60876),
('pfcvitddco@aldqf.nno',63380),
('pfcvitddco@aldqf.nno',66376),
('pfcvitddco@aldqf.nno',66949),
('pfcvitddco@aldqf.nno',68439),
('pfcvitddco@aldqf.nno',71843),
('pfcvitddco@aldqf.nno',71866),
('pfcvitddco@aldqf.nno',73147),
('pfcvitddco@aldqf.nno',75337),
('pfcvitddco@aldqf.nno',78220),
('pfcvitddco@aldqf.nno',79031),
('pfcvitddco@aldqf.nno',81102),
('pfcvitddco@aldqf.nno',81173),
('pfcvitddco@aldqf.nno',81923),
('pfcvitddco@aldqf.nno',829),
('pfcvitddco@aldqf.nno',85350),
('pfcvitddco@aldqf.nno',85839),
('pfcvitddco@aldqf.nno',88173),
('pfcvitddco@aldqf.nno',88735),
('pfcvitddco@aldqf.nno',88837),
('pfcvitddco@aldqf.nno',89071),
('pfcvitddco@aldqf.nno',93581),
('pfcvitddco@aldqf.nno',94430),
('pfcvitddco@aldqf.nno',95080),
('pfcvitddco@aldqf.nno',95540),
('pjxsixkpfd@xcsrr.uuu',13583),
('pjxsixkpfd@xcsrr.uuu',14676),
('pjxsixkpfd@xcsrr.uuu',16673),
('pjxsixkpfd@xcsrr.uuu',18412),
('pjxsixkpfd@xcsrr.uuu',20198),
('pjxsixkpfd@xcsrr.uuu',20323),
('pjxsixkpfd@xcsrr.uuu',20592),
('pjxsixkpfd@xcsrr.uuu',21086),
('pjxsixkpfd@xcsrr.uuu',21194),
('pjxsixkpfd@xcsrr.uuu',22684),
('pjxsixkpfd@xcsrr.uuu',24872),
('pjxsixkpfd@xcsrr.uuu',25728),
('pjxsixkpfd@xcsrr.uuu',2787),
('pjxsixkpfd@xcsrr.uuu',28317),
('pjxsixkpfd@xcsrr.uuu',30855),
('pjxsixkpfd@xcsrr.uuu',31045),
('pjxsixkpfd@xcsrr.uuu',33777),
('pjxsixkpfd@xcsrr.uuu',34791),
('pjxsixkpfd@xcsrr.uuu',3654),
('pjxsixkpfd@xcsrr.uuu',36691),
('pjxsixkpfd@xcsrr.uuu',39314),
('pjxsixkpfd@xcsrr.uuu',40227),
('pjxsixkpfd@xcsrr.uuu',4133),
('pjxsixkpfd@xcsrr.uuu',41544),
('pjxsixkpfd@xcsrr.uuu',43095),
('pjxsixkpfd@xcsrr.uuu',44818),
('pjxsixkpfd@xcsrr.uuu',46808),
('pjxsixkpfd@xcsrr.uuu',53664),
('pjxsixkpfd@xcsrr.uuu',56142),
('pjxsixkpfd@xcsrr.uuu',56409),
('pjxsixkpfd@xcsrr.uuu',57032),
('pjxsixkpfd@xcsrr.uuu',57363),
('pjxsixkpfd@xcsrr.uuu',57748),
('pjxsixkpfd@xcsrr.uuu',57770),
('pjxsixkpfd@xcsrr.uuu',60118),
('pjxsixkpfd@xcsrr.uuu',60805),
('pjxsixkpfd@xcsrr.uuu',62921),
('pjxsixkpfd@xcsrr.uuu',63380),
('pjxsixkpfd@xcsrr.uuu',66376),
('pjxsixkpfd@xcsrr.uuu',68439),
('pjxsixkpfd@xcsrr.uuu',69604),
('pjxsixkpfd@xcsrr.uuu',71360),
('pjxsixkpfd@xcsrr.uuu',71843),
('pjxsixkpfd@xcsrr.uuu',71866),
('pjxsixkpfd@xcsrr.uuu',72549),
('pjxsixkpfd@xcsrr.uuu',77626),
('pjxsixkpfd@xcsrr.uuu',79031),
('pjxsixkpfd@xcsrr.uuu',81923),
('pjxsixkpfd@xcsrr.uuu',829),
('pjxsixkpfd@xcsrr.uuu',84932),
('pjxsixkpfd@xcsrr.uuu',85821),
('pjxsixkpfd@xcsrr.uuu',88735),
('pjxsixkpfd@xcsrr.uuu',89071),
('pjxsixkpfd@xcsrr.uuu',93581),
('pjxsixkpfd@xcsrr.uuu',94413),
('pjxsixkpfd@xcsrr.uuu',95080),
('pjxsixkpfd@xcsrr.uuu',95540),
('pjxsixkpfd@xcsrr.uuu',9867),
('qcirnezlid@onrfr.jao',14676),
('qcirnezlid@onrfr.jao',20592),
('qcirnezlid@onrfr.jao',21831),
('qcirnezlid@onrfr.jao',22684),
('qcirnezlid@onrfr.jao',24872),
('qcirnezlid@onrfr.jao',25044),
('qcirnezlid@onrfr.jao',25728),
('qcirnezlid@onrfr.jao',26399),
('qcirnezlid@onrfr.jao',2787),
('qcirnezlid@onrfr.jao',30),
('qcirnezlid@onrfr.jao',30855),
('qcirnezlid@onrfr.jao',31470),
('qcirnezlid@onrfr.jao',33777),
('qcirnezlid@onrfr.jao',34791),
('qcirnezlid@onrfr.jao',35823),
('qcirnezlid@onrfr.jao',36128),
('qcirnezlid@onrfr.jao',36691),
('qcirnezlid@onrfr.jao',41827),
('qcirnezlid@onrfr.jao',44818),
('qcirnezlid@onrfr.jao',44881),
('qcirnezlid@onrfr.jao',55615),
('qcirnezlid@onrfr.jao',56142),
('qcirnezlid@onrfr.jao',57032),
('qcirnezlid@onrfr.jao',57363),
('qcirnezlid@onrfr.jao',57748),
('qcirnezlid@onrfr.jao',58467),
('qcirnezlid@onrfr.jao',60118),
('qcirnezlid@onrfr.jao',61541),
('qcirnezlid@onrfr.jao',63380),
('qcirnezlid@onrfr.jao',66949),
('qcirnezlid@onrfr.jao',68439),
('qcirnezlid@onrfr.jao',71360),
('qcirnezlid@onrfr.jao',71843),
('qcirnezlid@onrfr.jao',73500),
('qcirnezlid@onrfr.jao',75337),
('qcirnezlid@onrfr.jao',77626),
('qcirnezlid@onrfr.jao',79031),
('qcirnezlid@onrfr.jao',81102),
('qcirnezlid@onrfr.jao',84932),
('qcirnezlid@onrfr.jao',85821),
('qcirnezlid@onrfr.jao',88735),
('qcirnezlid@onrfr.jao',93581),
('qcirnezlid@onrfr.jao',98186),
('qcirnezlid@onrfr.jao',9867),
('qukvosercy@shrlm.pmu',14676),
('qukvosercy@shrlm.pmu',21086),
('qukvosercy@shrlm.pmu',21831),
('qukvosercy@shrlm.pmu',25728),
('qukvosercy@shrlm.pmu',26399),
('qukvosercy@shrlm.pmu',30),
('qukvosercy@shrlm.pmu',31470),
('qukvosercy@shrlm.pmu',35823),
('qukvosercy@shrlm.pmu',36128),
('qukvosercy@shrlm.pmu',40295),
('qukvosercy@shrlm.pmu',41544),
('qukvosercy@shrlm.pmu',4206),
('qukvosercy@shrlm.pmu',44818),
('qukvosercy@shrlm.pmu',45142),
('qukvosercy@shrlm.pmu',46808),
('qukvosercy@shrlm.pmu',54915),
('qukvosercy@shrlm.pmu',55615),
('qukvosercy@shrlm.pmu',56409),
('qukvosercy@shrlm.pmu',57032),
('qukvosercy@shrlm.pmu',57363),
('qukvosercy@shrlm.pmu',58467),
('qukvosercy@shrlm.pmu',60118),
('qukvosercy@shrlm.pmu',60805),
('qukvosercy@shrlm.pmu',60876),
('qukvosercy@shrlm.pmu',61541),
('qukvosercy@shrlm.pmu',62921),
('qukvosercy@shrlm.pmu',68320),
('qukvosercy@shrlm.pmu',68439),
('qukvosercy@shrlm.pmu',71360),
('qukvosercy@shrlm.pmu',71866),
('qukvosercy@shrlm.pmu',73147),
('qukvosercy@shrlm.pmu',73500),
('qukvosercy@shrlm.pmu',75337),
('qukvosercy@shrlm.pmu',78220),
('qukvosercy@shrlm.pmu',81102),
('qukvosercy@shrlm.pmu',81923),
('qukvosercy@shrlm.pmu',829),
('qukvosercy@shrlm.pmu',85821),
('qukvosercy@shrlm.pmu',93581),
('qukvosercy@shrlm.pmu',94430),
('qukvosercy@shrlm.pmu',95540),
('qyaqwskduz@dsoew.qdg',12127),
('qyaqwskduz@dsoew.qdg',13583),
('qyaqwskduz@dsoew.qdg',14239),
('qyaqwskduz@dsoew.qdg',21086),
('qyaqwskduz@dsoew.qdg',21831),
('qyaqwskduz@dsoew.qdg',22684),
('qyaqwskduz@dsoew.qdg',24872),
('qyaqwskduz@dsoew.qdg',25728),
('qyaqwskduz@dsoew.qdg',26399),
('qyaqwskduz@dsoew.qdg',26560),
('qyaqwskduz@dsoew.qdg',2787),
('qyaqwskduz@dsoew.qdg',30),
('qyaqwskduz@dsoew.qdg',32527),
('qyaqwskduz@dsoew.qdg',34791),
('qyaqwskduz@dsoew.qdg',35823),
('qyaqwskduz@dsoew.qdg',36011),
('qyaqwskduz@dsoew.qdg',36691),
('qyaqwskduz@dsoew.qdg',39314),
('qyaqwskduz@dsoew.qdg',40227),
('qyaqwskduz@dsoew.qdg',40295),
('qyaqwskduz@dsoew.qdg',4133),
('qyaqwskduz@dsoew.qdg',41544),
('qyaqwskduz@dsoew.qdg',41827),
('qyaqwskduz@dsoew.qdg',41859),
('qyaqwskduz@dsoew.qdg',4206),
('qyaqwskduz@dsoew.qdg',43095),
('qyaqwskduz@dsoew.qdg',44818),
('qyaqwskduz@dsoew.qdg',44881),
('qyaqwskduz@dsoew.qdg',45142),
('qyaqwskduz@dsoew.qdg',53664),
('qyaqwskduz@dsoew.qdg',54915),
('qyaqwskduz@dsoew.qdg',55460),
('qyaqwskduz@dsoew.qdg',55615),
('qyaqwskduz@dsoew.qdg',56142),
('qyaqwskduz@dsoew.qdg',56409),
('qyaqwskduz@dsoew.qdg',57032),
('qyaqwskduz@dsoew.qdg',57748),
('qyaqwskduz@dsoew.qdg',57770),
('qyaqwskduz@dsoew.qdg',60118),
('qyaqwskduz@dsoew.qdg',60876),
('qyaqwskduz@dsoew.qdg',63380),
('qyaqwskduz@dsoew.qdg',66376),
('qyaqwskduz@dsoew.qdg',68320),
('qyaqwskduz@dsoew.qdg',69604),
('qyaqwskduz@dsoew.qdg',71843),
('qyaqwskduz@dsoew.qdg',71866),
('qyaqwskduz@dsoew.qdg',73147),
('qyaqwskduz@dsoew.qdg',73500),
('qyaqwskduz@dsoew.qdg',75337),
('qyaqwskduz@dsoew.qdg',77626),
('qyaqwskduz@dsoew.qdg',79031),
('qyaqwskduz@dsoew.qdg',81923),
('qyaqwskduz@dsoew.qdg',829),
('qyaqwskduz@dsoew.qdg',84932),
('qyaqwskduz@dsoew.qdg',85350),
('qyaqwskduz@dsoew.qdg',85821),
('qyaqwskduz@dsoew.qdg',87418),
('qyaqwskduz@dsoew.qdg',88735),
('qyaqwskduz@dsoew.qdg',93581),
('qyaqwskduz@dsoew.qdg',94430),
('qyaqwskduz@dsoew.qdg',95080),
('qyaqwskduz@dsoew.qdg',95540),
('qyaqwskduz@dsoew.qdg',98186),
('qyaqwskduz@dsoew.qdg',9867),
('rchopuqpib@jqnif.lag',14239),
('rchopuqpib@jqnif.lag',14676),
('rchopuqpib@jqnif.lag',16673),
('rchopuqpib@jqnif.lag',18412),
('rchopuqpib@jqnif.lag',20592),
('rchopuqpib@jqnif.lag',21086),
('rchopuqpib@jqnif.lag',21194),
('rchopuqpib@jqnif.lag',21831),
('rchopuqpib@jqnif.lag',22684),
('rchopuqpib@jqnif.lag',25044),
('rchopuqpib@jqnif.lag',26560),
('rchopuqpib@jqnif.lag',28317),
('rchopuqpib@jqnif.lag',30),
('rchopuqpib@jqnif.lag',30855),
('rchopuqpib@jqnif.lag',31470),
('rchopuqpib@jqnif.lag',32527),
('rchopuqpib@jqnif.lag',34791),
('rchopuqpib@jqnif.lag',35823),
('rchopuqpib@jqnif.lag',36011),
('rchopuqpib@jqnif.lag',36128),
('rchopuqpib@jqnif.lag',3654),
('rchopuqpib@jqnif.lag',36691),
('rchopuqpib@jqnif.lag',41544),
('rchopuqpib@jqnif.lag',4206),
('rchopuqpib@jqnif.lag',42463),
('rchopuqpib@jqnif.lag',44881),
('rchopuqpib@jqnif.lag',45142),
('rchopuqpib@jqnif.lag',54915),
('rchopuqpib@jqnif.lag',55460),
('rchopuqpib@jqnif.lag',55615),
('rchopuqpib@jqnif.lag',56142),
('rchopuqpib@jqnif.lag',56409),
('rchopuqpib@jqnif.lag',57032),
('rchopuqpib@jqnif.lag',57363),
('rchopuqpib@jqnif.lag',57748),
('rchopuqpib@jqnif.lag',57770),
('rchopuqpib@jqnif.lag',58467),
('rchopuqpib@jqnif.lag',60118),
('rchopuqpib@jqnif.lag',60805),
('rchopuqpib@jqnif.lag',60876),
('rchopuqpib@jqnif.lag',61541),
('rchopuqpib@jqnif.lag',62921),
('rchopuqpib@jqnif.lag',66376),
('rchopuqpib@jqnif.lag',66949),
('rchopuqpib@jqnif.lag',68320),
('rchopuqpib@jqnif.lag',71360),
('rchopuqpib@jqnif.lag',71843),
('rchopuqpib@jqnif.lag',71866),
('rchopuqpib@jqnif.lag',72549),
('rchopuqpib@jqnif.lag',73147),
('rchopuqpib@jqnif.lag',73500),
('rchopuqpib@jqnif.lag',75337),
('rchopuqpib@jqnif.lag',77626),
('rchopuqpib@jqnif.lag',78220),
('rchopuqpib@jqnif.lag',79031),
('rchopuqpib@jqnif.lag',81923),
('rchopuqpib@jqnif.lag',84932),
('rchopuqpib@jqnif.lag',85821),
('rchopuqpib@jqnif.lag',85839),
('rchopuqpib@jqnif.lag',87418),
('rchopuqpib@jqnif.lag',88173),
('rchopuqpib@jqnif.lag',88735),
('rchopuqpib@jqnif.lag',88837),
('rchopuqpib@jqnif.lag',93581),
('rchopuqpib@jqnif.lag',95080),
('rchopuqpib@jqnif.lag',98186),
('rfgmocsmxw@hptkd.ukx',13583),
('rfgmocsmxw@hptkd.ukx',14239),
('rfgmocsmxw@hptkd.ukx',16673),
('rfgmocsmxw@hptkd.ukx',18412),
('rfgmocsmxw@hptkd.ukx',31045),
('rfgmocsmxw@hptkd.ukx',31470),
('rfgmocsmxw@hptkd.ukx',34791),
('rfgmocsmxw@hptkd.ukx',40227),
('rfgmocsmxw@hptkd.ukx',41859),
('rfgmocsmxw@hptkd.ukx',53664),
('rfgmocsmxw@hptkd.ukx',54915),
('rfgmocsmxw@hptkd.ukx',56142),
('rfgmocsmxw@hptkd.ukx',60876),
('rfgmocsmxw@hptkd.ukx',61541),
('rfgmocsmxw@hptkd.ukx',71360),
('rfgmocsmxw@hptkd.ukx',73500),
('rfgmocsmxw@hptkd.ukx',81173),
('rfgmocsmxw@hptkd.ukx',84932),
('rfgmocsmxw@hptkd.ukx',98186),
('rhjmfigopd@dsqgh.nti',20592),
('rhjmfigopd@dsqgh.nti',30),
('rhjmfigopd@dsqgh.nti',36128),
('rhjmfigopd@dsqgh.nti',41859),
('rhjmfigopd@dsqgh.nti',57363),
('rhjmfigopd@dsqgh.nti',57770),
('rhjmfigopd@dsqgh.nti',62921),
('rhjmfigopd@dsqgh.nti',63380),
('rhjmfigopd@dsqgh.nti',68439),
('rhjmfigopd@dsqgh.nti',69604),
('rhjmfigopd@dsqgh.nti',81102),
('rhjmfigopd@dsqgh.nti',87418),
('rhjmfigopd@dsqgh.nti',88173),
('rhjmfigopd@dsqgh.nti',88735),
('rhjmfigopd@dsqgh.nti',94413),
('rhjmfigopd@dsqgh.nti',95540),
('smyhxpfdre@ubist.bcn',13583),
('smyhxpfdre@ubist.bcn',20323),
('smyhxpfdre@ubist.bcn',30),
('smyhxpfdre@ubist.bcn',30855),
('smyhxpfdre@ubist.bcn',33777),
('smyhxpfdre@ubist.bcn',39314),
('smyhxpfdre@ubist.bcn',40227),
('smyhxpfdre@ubist.bcn',41544),
('smyhxpfdre@ubist.bcn',41859),
('smyhxpfdre@ubist.bcn',45142),
('smyhxpfdre@ubist.bcn',63380),
('smyhxpfdre@ubist.bcn',71360),
('smyhxpfdre@ubist.bcn',829),
('smyhxpfdre@ubist.bcn',84932),
('smyhxpfdre@ubist.bcn',85272),
('smyhxpfdre@ubist.bcn',88735),
('smyhxpfdre@ubist.bcn',89071),
('srjvvmykho@zvlxh.tjb',14676),
('srjvvmykho@zvlxh.tjb',20592),
('srjvvmykho@zvlxh.tjb',26560),
('srjvvmykho@zvlxh.tjb',31045),
('srjvvmykho@zvlxh.tjb',32527),
('srjvvmykho@zvlxh.tjb',36128),
('srjvvmykho@zvlxh.tjb',41827),
('srjvvmykho@zvlxh.tjb',4206),
('srjvvmykho@zvlxh.tjb',60118),
('srjvvmykho@zvlxh.tjb',66376),
('srjvvmykho@zvlxh.tjb',68320),
('srjvvmykho@zvlxh.tjb',72549),
('srjvvmykho@zvlxh.tjb',81102),
('srjvvmykho@zvlxh.tjb',85839),
('srjvvmykho@zvlxh.tjb',87418),
('srjvvmykho@zvlxh.tjb',95540),
('srjvvmykho@zvlxh.tjb',98186),
('tmaljrcrhd@eucbf.uxx',13583),
('tmaljrcrhd@eucbf.uxx',14239),
('tmaljrcrhd@eucbf.uxx',20323),
('tmaljrcrhd@eucbf.uxx',21194),
('tmaljrcrhd@eucbf.uxx',21831),
('tmaljrcrhd@eucbf.uxx',22684),
('tmaljrcrhd@eucbf.uxx',28317),
('tmaljrcrhd@eucbf.uxx',30855),
('tmaljrcrhd@eucbf.uxx',31470),
('tmaljrcrhd@eucbf.uxx',32527),
('tmaljrcrhd@eucbf.uxx',33777),
('tmaljrcrhd@eucbf.uxx',35823),
('tmaljrcrhd@eucbf.uxx',36011),
('tmaljrcrhd@eucbf.uxx',39314),
('tmaljrcrhd@eucbf.uxx',4133),
('tmaljrcrhd@eucbf.uxx',41827),
('tmaljrcrhd@eucbf.uxx',4206),
('tmaljrcrhd@eucbf.uxx',43095),
('tmaljrcrhd@eucbf.uxx',44881),
('tmaljrcrhd@eucbf.uxx',53664),
('tmaljrcrhd@eucbf.uxx',56409),
('tmaljrcrhd@eucbf.uxx',57363),
('tmaljrcrhd@eucbf.uxx',57770),
('tmaljrcrhd@eucbf.uxx',58467),
('tmaljrcrhd@eucbf.uxx',60118),
('tmaljrcrhd@eucbf.uxx',60805),
('tmaljrcrhd@eucbf.uxx',61541),
('tmaljrcrhd@eucbf.uxx',66949),
('tmaljrcrhd@eucbf.uxx',68320),
('tmaljrcrhd@eucbf.uxx',68439),
('tmaljrcrhd@eucbf.uxx',69604),
('tmaljrcrhd@eucbf.uxx',72549),
('tmaljrcrhd@eucbf.uxx',73500),
('tmaljrcrhd@eucbf.uxx',77626),
('tmaljrcrhd@eucbf.uxx',81923),
('tmaljrcrhd@eucbf.uxx',829),
('tmaljrcrhd@eucbf.uxx',85821),
('tmaljrcrhd@eucbf.uxx',88837),
('tmaljrcrhd@eucbf.uxx',89071),
('tmaljrcrhd@eucbf.uxx',93581),
('tmaljrcrhd@eucbf.uxx',94430),
('tmaljrcrhd@eucbf.uxx',95080),
('tmaljrcrhd@eucbf.uxx',95540),
('tmaljrcrhd@eucbf.uxx',9867),
('tnizyqnwbq@fmpoe.bnl',14239),
('tnizyqnwbq@fmpoe.bnl',16673),
('tnizyqnwbq@fmpoe.bnl',18412),
('tnizyqnwbq@fmpoe.bnl',20198),
('tnizyqnwbq@fmpoe.bnl',20592),
('tnizyqnwbq@fmpoe.bnl',21194),
('tnizyqnwbq@fmpoe.bnl',21831),
('tnizyqnwbq@fmpoe.bnl',25044),
('tnizyqnwbq@fmpoe.bnl',26560),
('tnizyqnwbq@fmpoe.bnl',30855),
('tnizyqnwbq@fmpoe.bnl',31045),
('tnizyqnwbq@fmpoe.bnl',31470),
('tnizyqnwbq@fmpoe.bnl',33777),
('tnizyqnwbq@fmpoe.bnl',35823),
('tnizyqnwbq@fmpoe.bnl',36011),
('tnizyqnwbq@fmpoe.bnl',36128),
('tnizyqnwbq@fmpoe.bnl',36691),
('tnizyqnwbq@fmpoe.bnl',39314),
('tnizyqnwbq@fmpoe.bnl',40227),
('tnizyqnwbq@fmpoe.bnl',41859),
('tnizyqnwbq@fmpoe.bnl',4206),
('tnizyqnwbq@fmpoe.bnl',42463),
('tnizyqnwbq@fmpoe.bnl',43095),
('tnizyqnwbq@fmpoe.bnl',44881),
('tnizyqnwbq@fmpoe.bnl',54915),
('tnizyqnwbq@fmpoe.bnl',56142),
('tnizyqnwbq@fmpoe.bnl',56409),
('tnizyqnwbq@fmpoe.bnl',57363),
('tnizyqnwbq@fmpoe.bnl',58467),
('tnizyqnwbq@fmpoe.bnl',61541),
('tnizyqnwbq@fmpoe.bnl',62921),
('tnizyqnwbq@fmpoe.bnl',68320),
('tnizyqnwbq@fmpoe.bnl',68439),
('tnizyqnwbq@fmpoe.bnl',69604),
('tnizyqnwbq@fmpoe.bnl',71360),
('tnizyqnwbq@fmpoe.bnl',71843),
('tnizyqnwbq@fmpoe.bnl',72549),
('tnizyqnwbq@fmpoe.bnl',73147),
('tnizyqnwbq@fmpoe.bnl',77626),
('tnizyqnwbq@fmpoe.bnl',78220),
('tnizyqnwbq@fmpoe.bnl',79031),
('tnizyqnwbq@fmpoe.bnl',81102),
('tnizyqnwbq@fmpoe.bnl',81173),
('tnizyqnwbq@fmpoe.bnl',81923),
('tnizyqnwbq@fmpoe.bnl',85272),
('tnizyqnwbq@fmpoe.bnl',85821),
('tnizyqnwbq@fmpoe.bnl',85839),
('tnizyqnwbq@fmpoe.bnl',87418),
('tnizyqnwbq@fmpoe.bnl',88173),
('tnizyqnwbq@fmpoe.bnl',94413),
('tnizyqnwbq@fmpoe.bnl',94430),
('tnizyqnwbq@fmpoe.bnl',95540),
('tnizyqnwbq@fmpoe.bnl',98186),
('trkozihhhy@koobu.cph',12127),
('trkozihhhy@koobu.cph',21086),
('trkozihhhy@koobu.cph',21194),
('trkozihhhy@koobu.cph',22684),
('trkozihhhy@koobu.cph',25044),
('trkozihhhy@koobu.cph',2719),
('trkozihhhy@koobu.cph',28317),
('trkozihhhy@koobu.cph',31045),
('trkozihhhy@koobu.cph',31470),
('trkozihhhy@koobu.cph',33777),
('trkozihhhy@koobu.cph',34791),
('trkozihhhy@koobu.cph',36011),
('trkozihhhy@koobu.cph',3654),
('trkozihhhy@koobu.cph',36691),
('trkozihhhy@koobu.cph',39314),
('trkozihhhy@koobu.cph',40295),
('trkozihhhy@koobu.cph',44818),
('trkozihhhy@koobu.cph',45142),
('trkozihhhy@koobu.cph',55460),
('trkozihhhy@koobu.cph',56142),
('trkozihhhy@koobu.cph',56409),
('trkozihhhy@koobu.cph',57032),
